batch_id,method,score,is_drift
108,DDM,0.11138489799774963,False
108,KL_Divergence,0.20429819048381404,False
108,KS_Statistic,0.08088416666666666,True
109,DDM,0.11132647228018266,False
109,KL_Divergence,0.1925158162063275,False
109,KS_Statistic,0.06438916666666666,True
110,DDM,0.11132543997516113,False
110,KL_Divergence,0.21666616868671817,False
110,KS_Statistic,0.06212,True
111,DDM,0.11122142995019335,False
111,KL_Divergence,0.29538779648546787,False
111,KS_Statistic,0.10051916666666667,True
112,DDM,0.11097477437555646,False
112,KL_Divergence,0.2606984369025609,False
112,KS_Statistic,0.11961333333333335,True
113,DDM,0.11085619135212517,False
113,KL_Divergence,0.19416882644232225,False
113,KS_Statistic,0.07214666666666668,True
114,DDM,0.11075594881322741,False
114,KL_Divergence,0.19959032975840163,False
114,KS_Statistic,0.06399333333333332,True
115,DDM,0.11068537317733894,False
115,KL_Divergence,0.24147614740114406,False
115,KS_Statistic,0.06448583333333331,True
116,DDM,0.11065730645810688,False
116,KL_Divergence,0.21582724202909623,False
116,KS_Statistic,0.0831225,True
117,DDM,0.11060455358987588,False
117,KL_Divergence,0.19492301726586925,False
117,KS_Statistic,0.07369750000000001,True
118,DDM,0.11059562225753196,False
118,KL_Divergence,0.8226299919310881,True
118,KS_Statistic,0.07404083333333335,False
